Date,Year,Month,Rain,Max_T.,Min_T.,Cloud,Releted Hum.,Sea Level P.,Wind
1997-09-25,1997,9,0.0,32.0,26.2,7.0,91.0,1005.3,1.0
1998-09-25,1998,9,0.0,35.6,27.0,3.0,80.0,1008.3,1.0
1999-09-25,1999,9,2.0,32.2,25.3,5.0,80.0,1006.4,1.0
2000-09-25,2000,9,0.0,33.0,26.0,5.0,79.0,1008.5,3.2
2001-09-25,2001,9,25.0,33.1,21.5,4.0,76.0,1006.6,0.0
2002-09-25,2002,9,7.0,30.8,24.5,6.0,84.0,1006.5,2.8
2003-09-25,2003,9,3.0,27.9,24.3,6.0,92.0,1009.6,0.0
2004-09-25,2004,9,0.0,30.2,26.7,6.0,89.0,1010.5,1.0
2005-09-25,2005,9,61.0,31.1,26.0,7.0,88.0,1004.9,2.0
2006-09-25,2006,9,0.0,31.2,26.3,6.0,81.0,1006.9,2.0
2007-09-25,2007,9,2.0,30.0,25.5,7.0,87.0,1007.3,3.0
2008-09-25,2008,9,0.0,33.2,26.2,4.0,75.0,1002.4,2.5
2009-09-25,2009,9,0.0,32.9,26.1,3.0,81.0,1005.2,0.0
2010-09-25,2010,9,15.0,30.8,25.5,8.0,90.0,1006.3,2.0
2011-09-25,2011,9,11.0,32.7,23.7,5.0,77.0,1006.2,2.0
2012-09-25,2012,9,0.0,33.1,26.8,6.0,79.0,1005.2,2.0
2013-09-25,2013,9,27.0,31.6,28.1,5.0,90.0,1006.1,0.0
2014-09-25,2014,9,18.0,32.0,24.6,6.0,77.0,1007.8,2.0
2015-09-25,2015,9,0.0,34.5,26.7,3.0,72.0,1004.0,2.0
2016-09-25,2016,9,27.0,34.1,26.0,7.0,77.0,1005.0,2.0
2017-09-25,2017,9,0.0,33.9,28.6,7.0,83.0,1003.5,0.0
1988-09-26,1988,9,0.0,34.3,28.3,6.0,74.0,1004.6,4.2
1989-09-26,1989,9,43.0,28.2,24.9,7.0,90.0,1004.8,3.5
1990-09-26,1990,9,18.0,31.9,25.0,5.0,86.0,1009.0,2.0
1991-09-26,1991,9,19.0,25.5,23.4,8.0,97.0,1006.8,5.0
1992-09-26,1992,9,10.0,30.7,25.6,7.0,85.0,1007.5,3.4
1993-09-26,1993,9,26.0,31.7,24.7,6.0,80.0,1006.9,3.3
1994-09-26,1994,9,0.0,35.0,23.0,2.0,66.0,1008.3,2.0
1995-09-26,1995,9,16.0,30.6,25.0,7.0,85.0,1007.3,4.4
1996-09-26,1996,9,0.0,34.8,26.4,6.0,84.0,1003.2,2.0
1997-09-26,1997,9,12.0,27.6,26.0,8.0,94.0,1002.0,4.2
1998-09-26,1998,9,0.0,36.2,27.4,2.0,79.0,1008.2,0.0
1999-09-26,1999,9,0.0,32.5,26.3,5.0,82.0,1006.8,1.5
2000-09-26,2000,9,0.0,33.2,26.5,6.0,77.0,1008.5,3.2
2001-09-26,2001,9,0.0,33.2,23.4,5.0,78.0,1005.4,1.0
2002-09-26,2002,9,26.0,32.2,24.1,7.0,80.0,1006.9,1.0
2003-09-26,2003,9,50.0,31.2,24.0,6.0,91.0,1008.7,1.5
2004-09-26,2004,9,21.0,34.0,25.4,5.0,83.0,1010.3,0.0
2005-09-26,2005,9,2.0,33.5,24.5,6.0,83.0,1004.2,0.0
2006-09-26,2006,9,0.0,32.0,26.0,3.0,82.0,1004.3,0.0
2007-09-26,2007,9,2.0,33.7,25.9,5.0,74.0,1007.0,3.0
2008-09-26,2008,9,0.0,33.7,26.8,6.0,84.0,1000.8,2.5
2009-09-26,2009,9,0.0,35.0,26.0,2.0,74.0,1004.1,0.0
2010-09-26,2010,9,29.0,31.9,26.2,6.0,82.0,1008.0,2.0
2011-09-26,2011,9,1.0,33.0,27.0,5.0,73.0,1005.5,2.0
2012-09-26,2012,9,0.0,33.0,26.6,6.0,78.0,1007.4,2.0
2013-09-26,2013,9,1.0,33.5,25.7,5.0,84.0,1006.1,2.0
2014-09-26,2014,9,0.0,32.0,26.7,7.0,80.0,1008.5,2.0
2015-09-26,2015,9,0.0,34.7,24.0,2.0,67.0,1005.9,0.0
2016-09-26,2016,9,1.0,33.2,25.8,6.0,88.0,1006.0,2.0
2017-09-26,2017,9,5.0,32.8,27.9,6.0,83.0,1004.5,2.0
1988-09-27,1988,9,0.0,34.8,27.9,6.0,77.0,1001.2,3.8
1989-09-27,1989,9,16.0,28.2,25.0,8.0,93.0,1006.7,5.0
1990-09-27,1990,9,0.0,31.2,26.5,8.0,89.0,1008.0,5.0
1991-09-27,1991,9,53.0,30.3,24.0,7.0,88.0,1007.9,3.3
1992-09-27,1992,9,4.0,29.6,24.7,7.0,85.0,1008.5,4.2
1993-09-27,1993,9,0.0,32.3,26.8,7.0,82.0,1005.9,4.4
1994-09-27,1994,9,0.0,35.0,23.0,2.0,66.0,1008.3,2.0
1995-09-27,1995,9,23.0,30.0,25.0,7.0,85.0,1007.1,4.0
1996-09-27,1996,9,52.0,32.8,25.0,6.0,82.0,1004.4,3.0
1997-09-27,1997,9,42.0,27.3,23.0,7.0,90.0,1001.4,17.5
1998-09-27,1998,9,0.0,35.6,28.0,7.0,82.0,1008.0,2.0
1999-09-27,1999,9,0.0,32.6,25.0,6.0,82.0,1008.2,0.0
2000-09-27,2000,9,0.0,32.4,25.6,2.0,74.0,1008.0,1.5
2001-09-27,2001,9,0.0,32.5,24.4,4.0,80.0,1005.5,3.0
2002-09-27,2002,9,2.0,27.3,23.8,7.0,92.0,1007.3,2.0
2003-09-27,2003,9,61.0,30.5,25.0,5.0,84.0,1007.4,2.7
2004-09-27,2004,9,2.0,32.1,26.3,5.0,84.0,1009.7,0.0
2005-09-27,2005,9,4.0,33.6,27.0,5.0,85.0,1005.5,0.0
2006-09-27,2006,9,0.0,34.2,25.4,3.0,75.0,1003.5,3.0
2007-09-27,2007,9,0.0,33.8,26.6,5.0,76.0,1006.0,2.3
2008-09-27,2008,9,58.0,31.8,24.8,7.0,82.0,1000.8,5.9
2009-09-27,2009,9,0.0,34.7,27.6,7.0,77.0,1002.6,0.0
2010-09-27,2010,9,7.0,34.0,26.2,6.0,77.0,1007.7,3.0
2011-09-27,2011,9,26.0,33.0,25.7,5.0,81.0,1003.6,2.0
2012-09-27,2012,9,0.0,33.2,26.8,5.0,85.0,1008.0,0.0
2013-09-27,2013,9,20.0,33.5,26.0,5.0,81.0,1004.8,4.0
2014-09-27,2014,9,4.0,34.4,24.2,4.0,74.0,1009.9,3.7
2015-09-27,2015,9,0.0,33.5,24.5,2.0,66.0,1006.4,0.0
2016-09-27,2016,9,20.0,34.4,25.8,6.0,79.0,1005.6,0.0
2017-09-27,2017,9,0.0,32.5,28.3,7.0,87.0,1005.3,0.0
1988-09-28,1988,9,0.0,35.0,28.4,4.0,75.0,1001.8,5.8
1989-09-28,1989,9,36.0,30.0,24.4,7.0,92.0,1009.2,4.5
1990-09-28,1990,9,18.0,31.5,24.0,6.0,89.0,1007.2,2.0
1991-09-28,1991,9,0.0,31.0,25.6,3.0,88.0,1007.7,4.0
1992-09-28,1992,9,4.0,27.5,25.5,7.0,88.0,1008.2,4.4
1993-09-28,1993,9,1.0,32.4,25.7,7.0,86.0,1005.9,7.0
1994-09-28,1994,9,0.0,34.0,23.7,2.0,72.0,1008.8,0.0
1995-09-28,1995,9,1.0,32.2,26.6,6.0,85.0,1007.5,3.2
1996-09-28,1996,9,5.0,32.0,25.7,5.0,83.0,1005.5,3.2
1997-09-28,1997,9,1.0,33.0,23.0,4.0,82.0,1007.4,2.0
1998-09-28,1998,9,24.0,32.2,25.2,5.0,84.0,1008.4,2.0
1999-09-28,1999,9,2.0,32.5,25.1,3.0,82.0,1008.5,1.5
2000-09-28,2000,9,0.0,33.8,25.5,3.0,74.0,1007.0,3.0
2001-09-28,2001,9,0.0,33.2,25.0,4.0,83.0,1006.2,2.0
2002-09-28,2002,9,35.0,32.6,24.0,7.0,81.0,1008.9,2.5
2003-09-28,2003,9,0.0,33.6,26.0,5.0,83.0,1006.7,3.5
2004-09-28,2004,9,3.0,31.0,26.0,6.0,85.0,1008.9,4.0
2005-09-28,2005,9,35.0,33.7,25.7,7.0,83.0,1005.3,0.0
2006-09-28,2006,9,0.0,35.7,27.5,7.0,81.0,1005.2,0.0
2007-09-28,2007,9,0.0,32.5,26.5,6.0,75.0,1006.4,2.5
2008-09-28,2008,9,13.0,30.8,25.7,7.0,84.0,1003.7,4.5
2009-09-28,2009,9,4.0,34.5,27.0,6.0,80.0,1003.4,2.0
2010-09-28,2010,9,0.0,31.5,27.8,7.0,87.0,1008.3,2.5
2011-09-28,2011,9,19.0,32.2,25.4,3.0,75.0,1003.5,0.0
2012-09-28,2012,9,8.0,34.5,26.3,5.0,80.0,1007.6,0.0
2013-09-28,2013,9,0.0,30.5,26.0,7.0,84.0,1004.0,0.0
2014-09-28,2014,9,0.0,34.7,26.0,4.0,71.0,1010.2,2.0
2015-09-28,2015,9,0.0,33.8,24.8,2.0,68.0,1007.4,2.0
2016-09-28,2016,9,0.0,30.3,27.5,6.0,88.0,1004.8,0.0
2017-09-28,2017,9,5.0,33.6,25.8,8.0,85.0,1004.2,5.5
1988-09-29,1988,9,1.0,32.5,25.3,5.0,84.0,1004.1,5.0
1989-09-29,1989,9,8.0,31.6,25.3,4.0,83.0,1010.1,5.4
1990-09-29,1990,9,25.0,31.7,24.0,6.0,88.0,1007.4,0.0
1991-09-29,1991,9,0.0,32.4,26.5,3.0,86.0,1006.4,2.0
1992-09-29,1992,9,52.0,26.0,23.6,7.0,87.0,1008.4,3.2
1993-09-29,1993,9,21.0,28.0,25.0,8.0,93.0,1007.3,2.0
1994-09-29,1994,9,0.0,34.7,23.8,4.0,74.0,1008.7,2.0
1995-09-29,1995,9,11.0,32.5,24.5,6.0,83.0,1007.2,2.5
1996-09-29,1996,9,14.0,31.6,25.8,5.0,86.0,1005.8,2.7
1997-09-29,1997,9,0.0,30.0,26.0,5.0,88.0,1009.3,2.2
1998-09-29,1998,9,0.0,33.2,25.8,4.0,84.0,1007.2,0.0
1999-09-29,1999,9,0.0,34.6,25.2,4.0,81.0,1008.5,0.0
2000-09-29,2000,9,0.0,33.5,26.4,2.0,73.0,1006.5,1.0
2001-09-29,2001,9,0.0,34.2,24.5,3.0,72.0,1006.8,3.0
2002-09-29,2002,9,0.0,32.2,25.7,7.0,82.0,1009.5,3.0
2003-09-29,2003,9,0.0,29.8,27.0,5.0,89.0,1007.4,0.0
2004-09-29,2004,9,13.0,30.5,24.4,6.0,90.0,1010.3,0.0
2005-09-29,2005,9,30.0,31.5,25.8,8.0,86.0,1006.6,2.0
2006-09-29,2006,9,14.0,33.5,25.5,6.0,80.0,1007.4,2.0
2007-09-29,2007,9,0.0,32.3,26.5,6.0,77.0,1007.5,0.0
2008-09-29,2008,9,0.0,33.6,26.6,3.0,75.0,1006.7,3.7
2009-09-29,2009,9,20.0,34.7,26.5,5.0,78.0,1003.6,0.0
2010-09-29,2010,9,18.0,33.1,25.2,4.0,76.0,1008.3,3.0
2011-09-29,2011,9,0.0,33.8,26.8,5.0,73.0,1003.3,2.0
2012-09-29,2012,9,0.0,32.1,28.0,4.0,85.0,1008.0,0.0
2013-09-29,2013,9,1.0,30.1,26.6,7.0,86.0,1003.6,2.0
2014-09-29,2014,9,0.0,34.2,26.0,4.0,77.0,1009.3,0.0
2015-09-29,2015,9,0.0,34.6,26.0,3.0,69.0,1008.3,0.0
2016-09-29,2016,9,1.0,34.1,26.5,4.0,80.0,1004.3,2.0
2017-09-29,2017,9,94.0,28.8,25.3,8.0,91.0,1005.5,3.0
1988-09-30,1988,9,8.0,34.7,26.0,6.0,82.0,1004.1,2.0
1989-09-30,1989,9,0.0,32.7,26.3,4.0,84.0,1008.6,3.0
1990-09-30,1990,9,1.0,31.3,25.5,6.0,86.0,1007.8,3.5
1991-09-30,1991,9,3.0,33.0,26.5,4.0,84.0,1005.4,2.0
1992-09-30,1992,9,0.0,31.0,24.3,3.0,82.0,1008.7,3.5
1993-09-30,1993,9,54.0,31.3,24.3,6.0,85.0,1007.5,2.3
1994-09-30,1994,9,0.0,33.6,23.8,4.0,77.0,1009.7,4.0
1995-09-30,1995,9,7.0,33.0,25.2,5.0,84.0,1006.5,2.0
1996-09-30,1996,9,1.0,34.7,25.4,1.0,80.0,1005.8,2.0
1997-09-30,1997,9,39.0,29.0,22.5,6.0,88.0,1009.5,1.0
1998-09-30,1998,9,6.0,30.6,26.6,5.0,88.0,1007.6,3.0
1999-09-30,1999,9,0.0,34.3,26.5,6.0,80.0,1008.6,2.0
2000-09-30,2000,9,0.0,33.2,25.8,6.0,69.0,1006.4,6.0
2001-09-30,2001,9,2.0,29.9,24.7,7.0,87.0,1009.0,2.0
2002-09-30,2002,9,1.0,32.8,25.8,7.0,78.0,1009.5,3.0
2003-09-30,2003,9,5.0,34.2,25.4,3.0,80.0,1006.8,4.0
2004-09-30,2004,9,26.0,32.1,24.2,4.0,81.0,1011.3,0.0
2005-09-30,2005,9,0.0,31.2,26.8,8.0,89.0,1008.2,4.0
2006-09-30,2006,9,1.0,32.6,25.5,5.0,82.0,1008.0,0.0
2007-09-30,2007,9,0.0,31.7,26.9,5.0,84.0,1006.6,0.0
2008-09-30,2008,9,0.0,33.2,25.4,4.0,79.0,1007.3,3.0
2009-09-30,2009,9,3.0,34.2,26.8,3.0,76.0,1004.9,3.0
2010-09-30,2010,9,0.0,33.0,26.3,3.0,81.0,1007.9,2.0
2011-09-30,2011,9,0.0,34.4,27.6,2.0,72.0,1003.1,1.8
2012-09-30,2012,9,4.0,33.8,26.7,7.0,81.0,1008.6,2.0
2013-09-30,2013,9,2.0,29.6,24.2,7.0,84.0,1004.4,2.3
2014-09-30,2014,9,1.0,33.4,25.5,2.0,77.0,1009.6,2.0
2015-09-30,2015,9,0.0,35.4,26.8,3.0,68.0,1009.9,2.0
2016-09-30,2016,9,2.0,34.4,26.1,4.0,76.0,1004.8,2.0
2017-09-30,2017,9,15.0,31.6,25.6,8.0,91.0,1007.9,3.0
1988-10-01,1988,10,0.0,33.8,27.0,6.0,82.0,1005.5,5.0
1989-10-01,1989,10,0.0,34.5,26.8,4.0,79.0,1007.7,2.0
1990-10-01,1990,10,1.0,29.9,25.8,7.0,84.0,1008.0,5.0
1991-10-01,1991,10,0.0,33.5,26.6,3.0,83.0,1005.6,2.0
1992-10-01,1992,10,0.0,32.2,24.0,2.0,77.0,1008.7,2.0
1993-10-01,1993,10,0.0,32.5,26.2,7.0,83.0,1006.3,3.5
1994-10-01,1994,10,0.0,34.5,26.3,2.0,74.0,1009.8,2.5
1995-10-01,1995,10,0.0,33.2,25.7,3.0,86.0,1007.4,2.0
1996-10-01,1996,10,0.0,35.1,26.0,2.0,78.0,1006.9,1.0
1997-10-01,1997,10,0.0,30.5,24.5,5.0,87.0,1011.1,1.7
1998-10-01,1998,10,0.0,34.0,25.5,6.0,83.0,1007.8,0.0
1999-10-01,1999,10,2.0,31.3,24.2,5.0,86.0,1008.9,0.0
2000-10-01,2000,10,5.0,28.6,22.0,7.0,82.0,1007.4,5.0
2001-10-01,2001,10,7.0,31.4,23.5,6.0,86.0,1009.2,2.0
2002-10-01,2002,10,3.0,33.7,25.5,5.0,77.0,1010.2,1.0
2003-10-01,2003,10,0.0,34.0,26.8,5.0,75.0,1006.7,2.7
2004-10-01,2004,10,0.0,32.6,25.6,4.0,81.0,1011.3,0.0
2005-10-01,2005,10,91.0,25.8,24.0,8.0,94.0,1008.3,3.8
2006-10-01,2006,10,1.0,31.1,26.7,6.0,89.0,1008.1,8.0
2007-10-01,2007,10,3.0,33.8,26.4,6.0,84.0,1004.4,2.0
2008-10-01,2008,10,0.0,34.1,25.6,1.0,74.0,1005.9,2.0
2009-10-01,2009,10,0.0,34.9,27.2,5.0,74.0,1005.8,0.0
2010-10-01,2010,10,5.0,33.8,26.0,3.0,77.0,1007.7,2.0
2011-10-01,2011,10,0.0,32.4,28.6,5.0,87.0,1003.0,2.0
2012-10-01,2012,10,0.0,34.4,26.8,5.0,72.0,1008.9,2.0
2013-10-01,2013,10,5.0,33.6,25.1,6.0,79.0,1006.5,2.0
2014-10-01,2014,10,0.0,34.5,25.7,4.0,70.0,1009.9,2.0
2015-10-01,2015,10,0.0,35.5,27.4,2.0,68.0,1010.6,3.0
2016-10-01,2016,10,0.0,34.0,25.8,6.0,81.0,1006.8,2.0
2017-10-01,2017,10,31.0,32.5,25.9,8.0,91.0,1007.3,2.0
1988-10-02,1988,10,6.0,31.3,26.6,7.0,87.0,1006.8,2.0
1989-10-02,1989,10,0.0,35.0,27.6,2.0,79.0,1006.4,2.0
1990-10-02,1990,10,2.0,29.1,25.5,8.0,86.0,1007.3,4.5
1991-10-02,1991,10,8.0,34.5,27.0,4.0,80.0,1006.3,0.0
1992-10-02,1992,10,0.0,33.0,24.4,2.0,75.0,1009.9,0.0
1993-10-02,1993,10,1.0,32.1,25.5,7.0,85.0,1005.6,5.0
1994-10-02,1994,10,0.0,34.0,26.2,3.0,81.0,1009.1,2.8
1995-10-02,1995,10,0.0,33.6,25.4,3.0,82.0,1008.0,2.0
1996-10-02,1996,10,11.0,35.4,24.8,5.0,82.0,1007.0,1.5
1997-10-02,1997,10,2.0,31.8,22.5,1.0,80.0,1011.6,0.0
1998-10-02,1998,10,2.0,32.5,25.5,5.0,84.0,1006.7,4.0
1999-10-02,1999,10,7.0,32.7,24.6,4.0,84.0,1008.5,0.0
2000-10-02,2000,10,9.0,27.9,23.0,7.0,87.0,1007.6,6.0
2001-10-02,2001,10,3.0,30.7,24.5,8.0,89.0,1009.0,2.0
2002-10-02,2002,10,0.0,33.6,26.3,5.0,77.0,1009.0,2.0
2003-10-02,2003,10,0.0,28.0,24.0,6.0,91.0,1008.7,2.0
2004-10-02,2004,10,1.0,34.5,26.2,5.0,75.0,1011.0,2.0
2005-10-02,2005,10,41.0,27.5,24.0,8.0,90.0,1008.4,5.3
2006-10-02,2006,10,0.0,33.0,24.5,4.0,84.0,1006.4,4.0
2007-10-02,2007,10,10.0,32.8,26.4,6.0,81.0,1004.1,1.7
2008-10-02,2008,10,0.0,31.6,27.4,7.0,90.0,1007.9,3.5
2009-10-02,2009,10,0.0,35.8,28.0,7.0,81.0,1005.4,6.0
2010-10-02,2010,10,0.0,34.3,26.8,3.0,77.0,1007.1,0.0
2011-10-02,2011,10,40.0,32.5,24.7,4.0,81.0,1003.6,0.0
2012-10-02,2012,10,0.0,33.8,27.0,6.0,77.0,1008.0,2.0
2013-10-02,2013,10,0.0,35.0,25.6,5.0,72.0,1007.9,2.5
2014-10-02,2014,10,0.0,33.8,26.3,1.0,74.0,1009.2,2.0
2015-10-02,2015,10,0.0,35.0,28.5,4.0,68.0,1009.2,1.8
2016-10-02,2016,10,0.0,32.3,27.2,5.0,83.0,1007.9,2.0
2017-10-02,2017,10,25.0,33.2,25.4,6.0,81.0,1006.0,2.0
1988-10-03,1988,10,3.0,33.4,26.1,7.0,85.0,1006.5,3.5
1989-10-03,1989,10,0.0,34.6,27.2,4.0,79.0,1006.0,0.0
1990-10-03,1990,10,3.0,29.0,25.8,7.0,90.0,1005.6,4.2
1991-10-03,1991,10,26.0,37.0,24.5,5.0,86.0,1007.2,5.0
1992-10-03,1992,10,0.0,34.6,25.3,2.0,77.0,1008.8,3.0
1993-10-03,1993,10,0.0,31.5,25.8,7.0,84.0,1006.4,2.0
1994-10-03,1994,10,0.0,33.4,25.5,5.0,78.0,1008.6,2.0
1995-10-03,1995,10,0.0,34.6,25.2,3.0,77.0,1007.1,2.0
1996-10-03,1996,10,3.0,33.2,24.5,4.0,82.0,1006.4,1.0
1997-10-03,1997,10,0.0,32.8,22.6,1.0,79.0,1013.0,6.0
1998-10-03,1998,10,0.0,32.2,25.6,6.0,87.0,1006.4,3.0
1999-10-03,1999,10,1.0,34.6,24.9,5.0,83.0,1007.6,0.0
2000-10-03,2000,10,0.0,31.9,25.0,5.0,79.0,1008.6,2.0
2001-10-03,2001,10,14.0,31.4,22.2,8.0,89.0,1008.9,0.0
2002-10-03,2002,10,0.0,34.0,26.6,5.0,70.0,1008.6,2.0
2003-10-03,2003,10,15.0,32.8,23.8,4.0,81.0,1009.7,5.0
2004-10-03,2004,10,1.0,32.4,25.8,4.0,75.0,1011.1,1.0
2005-10-03,2005,10,18.0,30.0,24.7,8.0,85.0,1005.9,6.0
2006-10-03,2006,10,2.0,34.7,26.7,3.0,78.0,1005.7,2.0
2007-10-03,2007,10,0.0,34.2,26.8,6.0,77.0,1004.6,2.0
2008-10-03,2008,10,27.0,31.3,24.1,6.0,90.0,1009.8,0.0
2009-10-03,2009,10,7.0,31.4,24.8,7.0,82.0,1004.9,0.0
2010-10-03,2010,10,0.0,35.3,26.5,1.0,72.0,1006.4,2.0
2011-10-03,2011,10,1.0,32.9,25.8,3.0,77.0,1004.2,0.0
2012-10-03,2012,10,0.0,33.0,27.2,5.0,83.0,1005.4,2.1
2013-10-03,2013,10,0.0,31.7,24.8,6.0,79.0,1008.4,2.0
2014-10-03,2014,10,0.0,33.2,26.5,2.0,72.0,1008.3,2.0
2015-10-03,2015,10,0.0,32.5,27.6,5.0,79.0,1008.9,0.0
2016-10-03,2016,10,0.0,34.0,26.8,4.0,78.0,1005.3,2.0
2017-10-03,2017,10,0.0,35.0,26.0,4.0,79.0,1006.5,0.0
1988-10-04,1988,10,4.0,33.8,26.7,7.0,82.0,1006.0,5.2
1989-10-04,1989,10,0.0,35.4,27.2,2.0,80.0,1004.9,0.0
1990-10-04,1990,10,33.0,26.2,24.8,8.0,92.0,1005.7,2.8
1991-10-04,1991,10,28.0,32.6,26.6,6.0,81.0,1006.9,3.8
1992-10-04,1992,10,0.0,30.6,26.1,2.0,84.0,1008.0,2.0
1993-10-04,1993,10,9.0,30.8,26.4,3.0,85.0,1007.9,3.0
1994-10-04,1994,10,0.0,28.5,25.3,5.0,88.0,1010.0,2.0
1995-10-04,1995,10,0.0,32.4,25.8,6.0,84.0,1006.6,2.0
1996-10-04,1996,10,3.0,33.4,25.3,4.0,79.0,1005.6,1.0
1997-10-04,1997,10,0.0,32.6,24.5,0.0,77.0,1011.2,0.0
1998-10-04,1998,10,44.0,32.2,24.6,4.0,86.0,1007.3,3.0
1999-10-04,1999,10,27.0,32.7,24.7,5.0,81.0,1008.8,0.0
2000-10-04,2000,10,0.0,31.7,25.6,4.0,82.0,1008.7,3.0
2001-10-04,2001,10,13.0,31.0,22.5,6.0,83.0,1008.8,2.0
2002-10-04,2002,10,0.0,33.2,26.0,6.0,76.0,1008.7,3.0
2003-10-04,2003,10,1.0,32.5,26.0,5.0,80.0,1009.6,5.0
2004-10-04,2004,10,7.0,31.4,23.6,7.0,84.0,1008.9,1.8
2005-10-04,2005,10,42.0,30.0,24.7,6.0,83.0,1008.3,4.0
2006-10-04,2006,10,0.0,34.6,28.0,5.0,76.0,1004.9,2.7
2007-10-04,2007,10,0.0,34.9,27.2,4.0,76.0,1004.5,0.0
2008-10-04,2008,10,6.0,31.8,25.4,6.0,85.0,1008.8,2.0
2009-10-04,2009,10,1.0,32.9,26.4,7.0,81.0,1005.3,2.0
2010-10-04,2010,10,0.0,35.7,27.3,2.0,69.0,1005.4,1.5
2011-10-04,2011,10,0.0,33.4,26.4,3.0,73.0,1005.5,3.5
2012-10-04,2012,10,2.0,29.3,27.0,8.0,89.0,1004.0,2.0
2013-10-04,2013,10,4.0,28.5,25.0,8.0,90.0,1007.5,2.0
2014-10-04,2014,10,0.0,34.0,26.2,2.0,71.0,1008.8,2.0
2015-10-04,2015,10,2.0,34.3,26.2,1.0,70.0,1008.8,3.0
2016-10-04,2016,10,0.0,35.4,27.5,4.0,73.0,1004.0,2.0
2017-10-04,2017,10,0.0,35.6,26.6,5.0,79.0,1006.2,2.0
1988-10-05,1988,10,17.0,33.3,24.4,7.0,83.0,1003.5,5.7
1989-10-05,1989,10,0.0,32.2,27.3,5.0,81.0,1005.0,2.0
1990-10-05,1990,10,7.0,32.5,24.8,6.0,80.0,1005.5,3.0
1991-10-05,1991,10,15.0,32.0,25.4,7.0,90.0,1007.6,2.0
1992-10-05,1992,10,0.0,31.5,24.6,5.0,80.0,1008.8,9.0
1993-10-05,1993,10,4.0,32.9,25.0,2.0,80.0,1007.9,3.0
1994-10-05,1994,10,12.0,31.0,24.0,5.0,84.0,1010.1,2.0
1995-10-05,1995,10,3.0,33.0,26.0,3.0,83.0,1007.3,0.0
1996-10-05,1996,10,0.0,34.0,26.4,7.0,84.0,1004.2,2.0
1997-10-05,1997,10,0.0,33.3,22.0,1.0,80.0,1009.7,1.0
1998-10-05,1998,10,2.0,35.2,24.5,2.0,80.0,1007.6,1.0
1999-10-05,1999,10,0.0,31.2,25.5,6.0,76.0,1009.6,1.8
2000-10-05,2000,10,2.0,32.3,25.5,3.0,80.0,1009.4,0.0
2001-10-05,2001,10,10.0,32.2,23.2,6.0,81.0,1007.7,5.0
2002-10-05,2002,10,0.0,33.0,26.5,4.0,77.0,1010.0,0.0
2003-10-05,2003,10,0.0,31.8,26.3,6.0,77.0,1009.6,3.0
2004-10-05,2004,10,5.0,28.6,24.8,8.0,89.0,1008.4,3.6
2005-10-05,2005,10,3.0,32.2,25.7,4.0,83.0,1009.8,4.0
2006-10-05,2006,10,0.0,32.3,28.1,5.0,78.0,1003.7,2.0
2007-10-05,2007,10,0.0,35.0,27.4,4.0,77.0,1002.5,1.0
2008-10-05,2008,10,1.0,31.9,26.2,7.0,90.0,1008.6,3.0
2009-10-05,2009,10,18.0,30.7,25.4,7.0,86.0,1005.9,1.7
2010-10-05,2010,10,0.0,34.9,27.5,6.0,75.0,1005.6,2.0
2011-10-05,2011,10,0.0,34.5,26.9,4.0,73.0,1007.7,2.0
2012-10-05,2012,10,13.0,30.8,24.8,7.0,84.0,1005.9,2.0
2013-10-05,2013,10,30.0,30.5,24.5,8.0,90.0,1006.3,2.0
2014-10-05,2014,10,0.0,35.4,26.0,1.0,69.0,1009.4,2.0
2015-10-05,2015,10,0.0,35.2,26.7,5.0,77.0,1007.9,3.0
2016-10-05,2016,10,0.0,32.8,26.6,6.0,78.0,1004.5,0.0
2017-10-05,2017,10,0.0,36.5,27.3,7.0,73.0,1006.1,0.0
1988-10-06,1988,10,2.0,32.2,28.2,6.0,90.0,1000.8,5.3
1989-10-06,1989,10,0.0,32.6,26.7,4.0,87.0,1005.9,2.0
1990-10-06,1990,10,0.0,34.0,26.2,3.0,78.0,1003.5,2.0
1991-10-06,1991,10,9.0,31.0,24.8,6.0,91.0,1007.5,7.0
1992-10-06,1992,10,1.0,31.7,25.4,4.0,82.0,1009.3,4.0
1993-10-06,1993,10,5.0,31.8,24.3,4.0,88.0,1008.1,5.0
1994-10-06,1994,10,22.0,31.4,23.2,7.0,83.0,1010.8,0.0
1995-10-06,1995,10,0.0,33.0,25.6,4.0,83.0,1008.5,2.0
1996-10-06,1996,10,125.0,31.7,23.9,6.0,87.0,1005.2,2.2
1997-10-06,1997,10,0.0,33.6,23.0,1.0,74.0,1008.9,1.0
1998-10-06,1998,10,0.0,34.7,26.2,2.0,79.0,1007.2,0.0
1999-10-06,1999,10,0.0,28.3,24.3,7.0,90.0,1009.2,2.8
2000-10-06,2000,10,0.0,31.7,26.5,3.0,79.0,1009.7,0.0
2001-10-06,2001,10,6.0,32.6,24.3,6.0,81.0,1008.8,4.5
2002-10-06,2002,10,0.0,34.1,26.1,1.0,72.0,1010.7,1.0
2003-10-06,2003,10,0.0,30.8,26.5,7.0,82.0,1009.9,2.0
2004-10-06,2004,10,8.0,26.3,23.5,8.0,92.0,1008.5,4.1
2005-10-06,2005,10,6.0,31.7,23.4,2.0,79.0,1010.0,4.0
2006-10-06,2006,10,0.0,32.1,25.3,5.0,81.0,1004.2,3.0
